id,section,bundle_version,serial,branch,number,rarity,round,level,type,feature,battle_power_1,battle_power_2,battle_power_3,battle_power_4,battle_power_ex,publication_year,name,ruby,character_name,effect,flavor_text,participating_works,participating_works_url,errata_enable,errata_url,type_name,illustrator_name,image_url,thumbnail_image_url
74,SD,02,003,,SD02-003,RRR,,3,POWER,Ultra Hero,7000,11000,17000,,,2017,Ultraman Geed,-,GEED,[SIN][DBL] 《When this character enters play》 You may give one of your DOUBLE 『GEED』 a BP grade increase by 1 for this turn.,This young hero has found his way to his own light and is a reliable senior to Ultraman Z!,Ultraman Z,,False,,Galaxy Rising,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/a5b13ceab008a6cfb9aa92ab91d1358007c69f01.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/59bf42ea20463c93fac0e2f9afc459501adde818.webp
75,SD,02,004,,SD02-004,U,,1,SPEED,Ultra Hero,5000,,,,,2009,Ultraman Zero,-,ZERO,-,Zero's countless battles have earned him a glorious mantle of his own in recognition of his deeds and triumphs!,Ultraman Z,,False,,Ultra Zero Mantle,,https://img.ultraman-cardgame.com/images/card_details/1a6319deb1abcd269c43088887fdbdf89af720b3.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/a35a234a58a3b93e513a8247812742db6a9ecd84.webp
87,SD,02,005,,SD02-005,U,,2,SPEED,Ultra Hero,7000,10000,14000,,,2009,Ultraman Zero,-,ZERO,"[SIN][DBL] While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.","As Zero continues to grow and change, he will only get stronger!",Ultraman Z,,False,,Emerium Slash,,https://img.ultraman-cardgame.com/images/card_details/b4666df02d5d7da28c0103a6796ea4031bb5d818.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f623820a428c3ee7354b2bd8ee42045629836daf.webp
88,SD,02,006,,SD02-006,C,,2,BASIC,Ultra Hero,7000,11000,,,,2009,Ultraman Zero,-,ZERO,-,"Zero is empowered by every new bond he makes, and each meeting that he cherishes.",Ultraman Z,,False,,Wide Zero Shot,HUJIWARA HISASHI,https://img.ultraman-cardgame.com/images/card_details/2827636060be373bad20fd225a8f84a5af7d2009.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c7467df8113dc4a735ed878307ad29958de18a79.webp
89,SD,02,007,,SD02-007,C,,1,BASIC,Ultra Hero,5000,,,,,2017,Ultraman Geed,-,GEED,-,"His Riser damaged in in battle, Geed adapts by using the power of Ultraman Ginga, Ultraman X, and Ultraman Orb to find new strength!",Ultraman Z,,False,,Galaxy Rising,,https://img.ultraman-cardgame.com/images/card_details/bac54f8c79e2b3d0061e4f2c232d5d004dfcb191.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/daa9d91ec6d6a35e67f857900a9332e65043e73c.webp
90,SD,02,008,,SD02-008,U,,2,SPEED,Ultra Hero,7000,10000,14000,,,2017,Ultraman Geed,-,GEED,"[SIN][DBL] While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.","Channeling his predecessors' power through the Ultra Z Riser, Geed unleashes a wave of energy that can cut through anything!",Ultraman Z,,False,,Galaxy Burst,,https://img.ultraman-cardgame.com/images/card_details/09423603f2390182c38339a2792599fc0aedcf24.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f79d541dab3c719ae1ba1ba4b98dcbe6808a5791.webp
76,SD,02,009,,SD02-009,C,,2,BASIC,Ultra Hero,5000,11000,,,,2017,Ultraman Geed,-,GEED,-,"Overflowing with power, Geed fires a beam with incomparable power!",Ultraman Z,,False,,Wrecking Phoenix,SENNSU,https://img.ultraman-cardgame.com/images/card_details/d0d7ba3df24c9b29de9c6771d2cc5c10666be32e.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/9eb21351c2aab69023dd3797d342043b05698e70.webp
91,SD,02,010,,SD02-010,C,,1,BASIC,Ultra Hero,5000,,,,,2020,Ultraman Z,-,Z,-,"Guided by tales of those who came before him, Ultraman Z blazes a new trail alongside his partner, Haruki Natsukawa.",Ultraman Z,,False,,Z Slugger,,https://img.ultraman-cardgame.com/images/card_details/26588f2bc44007454875b389d5717190dc962785.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f6dfbdd96877ff485b8ea0955579cf36857f07c0.webp
77,SD,02,011,,SD02-011,U,,2,SPEED,Ultra Hero,7000,10000,14000,,,2020,Ultraman Z,-,Z,"[SIN][DBL] While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.",Z's spear work shows his sincerity in saving society!,Ultraman Z,,False,,Z Lance Arrow,YAMAGUCHI BIRU,https://img.ultraman-cardgame.com/images/card_details/84e041090e8e5a039a98014db2a854fadf646a08.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/57899828c9f1cc4739cceaaca87f412898afc4f5.webp
78,SD,02,012,,SD02-012,C,,6,HAZARD,Kaiju,10000,16000,,,8000,2017,The Belial Fusion Monster Skull Gomora,-,SKULL GOMORA,"[SIN][DBL] While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.",This Kaiju binds savage rivals Red King and Gomora with the malevolent power of Ultraman Belial!,Ultraman Z,,False,,Skull Gomora,,https://img.ultraman-cardgame.com/images/card_details/b2cba9c344b0fa7c38ba6ec077bbdc5ed204deed.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/775349d068fa1913924a6aed8426ecb07da4e87e.webp
92,SD,02,013,,SD02-013,C,,6,HAZARD,Kaiju,9000,15000,,,,2017,The Belial Fusion Monster Pedanium Zetton,-,PEDANIUM ZETTON,[SIN] 《When this character enters play》 You may send one opponent's scene with round 1 to their discard area.,"This Kaiju is created by the Parasitic Creature Celebro, by combining King Joe, Zetton, and Belial's power!",Ultraman Z,,False,,Pedanium Zetton,,https://img.ultraman-cardgame.com/images/card_details/d3c1152c18b3b322f59155d489861904e68d4c82.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/1d542ab4c3ac2f944d1d23a68ac6201d34827135.webp
79,SD,02,014,,SD02-014,C,0,,,Scene,,,,,,,His Majesty's Medal,-,-,"[Activate] (Once per turn) No cost → Give the battle opponent of one of your 『ZERO』 , 『GEED』 , or 『Z』 TYPE 【ARMED】 for this turn.",-,Ultraman Z,,False,,,,https://img.ultraman-cardgame.com/images/card_details/3c0b709f67153033ca72e4071e47150fb35332da.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/6da0273d95ff1b85cb667ac580a07f3d1bff21e3.webp
917,BP,05,079,Y25P006,(Y25-P006)BP05-079,SP,,3,ARMED,Ultra Hero,8000,12000,17000,,,2025,Ultraman Omega,-,OMEGA,[TRP]《When this character enters play》You may put one level 6 Kaiju card with TYPE 【METEO】 from your discard area into play on top of one of your Kaiju that is able to level up with it.,His story has been forgotten. All that means is that he can write a new one.,Ultraman Omega,,False,,Trigaron Armor,K2 Shoukai,https://img.ultraman-cardgame.com/images/card_details/b5ee926a80749f07517320cfed02a8f651ea3842.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/23e0a9b6b1e5e3c8acf8fc4600389f5e26986109.webp
916,BP,05,109,Y25P002,(Y25-P002)BP05-109,U,2,,,Scene,,,,,,,Ultra Zero Fight Part 1: A New Power,-,-,"《When this scene enters play》You may choose up to three of your 『ZERO』 . If you do, give the chosen 『ZERO』 TYPE 【POWER】 and TYPE 【SPEED】 for this turn.",-,ULTRA ZERO FIGHT,,False,,,,https://img.ultraman-cardgame.com/images/card_details/e725ddf193424b50c579753cc4c155d25a0eff7d.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f29fe6cbc0d742640d6443009fe084f931b8c05c.webp
915,SD,03,017,Y25P001,(Y25-P001)SD03-017,C,,5,METEO,Kaiju,8000,13000,,,5000,2025,The MeteokaijuRekiness,-,REKINESS,"[SIN]While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.","A fierce countenance, terrible power... and the sweetest personality you could imagine.",Ultraman Omega,,False,,,,https://img.ultraman-cardgame.com/images/card_details/d939228925d61f5fb87c94f47c4149b8ca446282.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/81fd1689a8b60ebce8c12dc87ee03ff619a797e9.webp
921,BP,04,076,Y25P005,(Y25-P005)BP04-076,RR,,3,POWER,Ultra Hero,7000,12000,17000,,,2016,Ultraman Orb,-,ORB,"[DBL][TRP]《When this character enters play》If you have fewer cards in your hand than an opponent, you may give this character and another one of your Ultra Hero +2000 BP each for this turn.","Light and darkness clash like matter and antimatter, releasing tremendous destructive power.",ULTRAMAN ORB,,False,,Zettcium Beam,,https://img.ultraman-cardgame.com/images/card_details/7f01f59cfecd6d0c3186eb9df9dc732d9033b6b0.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8409de7f40b100f476859b988c85984ac973739f.webp
913,BP,01,001,PR169,(PR-169)BP01-001,R,,1,BASIC,Ultra Hero,1000,7000,,,,1996,Ultraman Tiga,-,TIGA,"[SIN]《When this character enters play》You may reveal the top three cards of your deck, to put one Ultra Hero card from among them into your hand. Then, send the rest to your discard area.",-,ULTRAMAN TIGA,,False,,,,https://img.ultraman-cardgame.com/images/card_details/53ce5a5a296649be3c44513ffc766a419cbfea1f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/73a167bc5fedccf8045cc92b338a2348fb92b099.webp
912,SD,02,004,PR168,(PR-168)SD02-004,U,,1,SPEED,Ultra Hero,5000,,,,,2009,Ultraman Zero,-,ZERO,-,-,ULTRAMAN Z,,False,,Ultra Zero Mantle,,https://img.ultraman-cardgame.com/images/card_details/07b1aadccc706baf66ed38f6f1571c24c9b632a8.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8cdf32222e285a7913200ddca2c019581da856e3.webp
911,BP,04,040,PR167,(PR-167)BP04-040,C,,2,BASIC,Ultra Hero,5000,12000,,,,1996,Ultraman Tiga,-,TIGA,-,-,ULTRAMAN TIGA,,False,,Multi Type,,https://img.ultraman-cardgame.com/images/card_details/abe505f5dd124f710bc369ee12bb364e3e17c5d2.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/093df96b4f813809c39c29a20c2ed8f5cde761df.webp
899,PR,,164,,PR-164,RRR,,6,INVASION,Kaiju,10000,15000,17000,,8000,1967,The Hallucination AlienAlien Metron,-,ALIEN METRON,"[SIN][DBL]《When this character enters play》You may reveal the top card of an opponent's deck. If you do, and the revealed card is an Ultra Hero card, give this character a BP grade increase by 1 for this turn. If it is not, this character's BP becomes EXTRA for this turn. Then, return the revealed card to the top or bottom of that deck.","Against the setting sun, the alien dashed forward with a speed that seemed almost supernatural. Its true goals would remain a mystery...",ULTRASEVEN,,False,,,Yukinobu Tatsu,https://img.ultraman-cardgame.com/images/card_details/92af1c6edc8623e4cd71db7b7245cc21f9434981.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/282e0625f8670e3acbfa1a87a8ab7d1603b4e98f.webp
760,BP,04,082,(PR-158),(PR-158)BP04-082,R,,3,POWER,Ultra Hero,7000,12000,17000,,,2018,Ultraman Rosso,-,ROSSO,"[SIN][DBL] While 『BLU』 is adjacent to both the left and right of this character, this character's BP grade increases by 1.",To stand firm without faltering — that is the strength of the land.,Ultraman R/B,,False,,Ground,ASAKI KURODA,https://img.ultraman-cardgame.com/images/card_details/b0c7c0d52235137402abc35038301d715fb4ce3b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/7168a0b9445dbb2432d5ab320d98e8c4d1ee7c71.webp
759,BP,04,037,(PR-157),(PR-157)BP04-037,SP,,3,BASIC,Ultra Hero,7000,12000,17000,,,2021,Ultraman Trigger,-,TRIGGER,"[DBL][TRP]《When this character enters play》You may give one of your SINGLE Ultra Hero +3000 BP for this turn. Additionally, you may give one of your DOUBLE Ultra Hero +2000 BP for this turn.","This is the story of coming to accept that light and darkness can both exist in the heart, and that the past cannot decide who you will be today.",Ultraman Trigger,,False,,Multi Type,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/17c2e2b05c30cd2c7ae42f3e5cf498ab0cb23d65.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f6c1521a6f44f119ca4972f36bf2f370b5ed7257.webp
758,BP,04,030,(PR-156),(PR-156)BP04-030,SP,,3,BASIC,Ultra Hero,7000,13000,17000,,,2020,Ultraman Z,-,Z,[DBL][TRP][Activate](Three times per turn)Discard one card from your hand → Give one of your Ultra Hero +1000 BP for this turn.,This is the story of one third of a hero building a legend to rival his master!,Ultraman Z,,False,,Alpha Edge,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/88bf73a7ce8c51f0363eaff2af296a9e9e0ae0b3.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/9a485cd0a4129668fdea0280b651fc2962fea424.webp
756,SD,03,010,(PR-154),(PR-154)SD03-010,U,,2,SPEED,Ultra Hero,5000,11000,13000,,,2025,Ultraman Omega,-,OMEGA,"[DBL]《When this character enters play》You may send the top four cards of your deck to your discard area. If you sent a Kaiju card to your discard area with this effect, give this character +1000 BP for this turn.","Omega stood fast, committed to protecting this world whether his memories returned or not.",Ultraman Omega,,False,,,,https://img.ultraman-cardgame.com/images/card_details/6a5bf18e053ade569f2e030b210585b0cb6939d4.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/1f472a181f2f1baa81c7f635c024192b75762336.webp
755,SD,03,001,(PR-153),(PR-153)SD03-001,U,,1,SPEED,Ultra Hero,5000,9000,,,,2024,Ultraman Arc,-,ARC,"[SIN] While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.","Arc embraced Yuma, committed to finding a better way forward together.",Ultraman Arc,,False,,,,https://img.ultraman-cardgame.com/images/card_details/904db9eedfabc4551fadb7e161c53d8f7f0fcfe4.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/146b9cb5cb3f272db9cdc9da779b34f795ac4035.webp
754,BP,04,104,(PR-152),(PR-152)BP04-104,U,3,,,Scene,,,,,,,The Unidentified Object Convoy Order,-,-,[Activate](Three times per turn)Exile one 『Z』 card in your discard area from the game → Give one of your 『Z』 +1000 BP for this turn.,-,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/0b1410b68f8f906ca8f839c7a0cd87e1cd844576.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d947a84a8f3da63083a0096986162bef4497f27f.webp
753,SD,03,020,(PR-151),(PR-151)SD03-020,C,2,,,Scene,,,,,,,Here Comes an Alien,-,-,"《When this scene enters play》If you have 『OMEGA』 , you may reveal the top five cards of your deck, to put one Kaiju card with TYPE 【METEO】 from among them into your hand. Then, send the rest to your discard area.",-,ウルトラマンオメガ,,False,,,,https://img.ultraman-cardgame.com/images/card_details/77e1b8f1a13e4c77ef16deb3592910d0dd110d93.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/97a8647a681d898d742a01129a96a0a482186491.webp
751,BP,04,009,(PR-148),(PR-148)BP04-009,U,,1,POWER,Ultra Hero,6000,8000,,,,2025,Ultraman Omega,-,OMEGA,"[SIN] While this character's battle opponent has TYPE 【SPEED】 , this character's BP grade increases by 1.",-,Ultraman Omega,,False,,,,https://img.ultraman-cardgame.com/images/card_details/071dae0a1cef8028e06e656dc231c25511337807.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4377ce5df7476b1c5226b6725c14fd8a31a61192.webp
576,BP,04,045,(PR-111),(PR-111)BP04-045,R,,3,BASIC,Ultra Hero,8000,12000,17000,,,1998,Ultraman Agul,-,AGUL,"[DBL][TRP][Activate](Once per turn)No cost → If the top card of your TRIPLE Ultra Hero was put into your hand by one of your character's effects this turn, give one of your 『AGUL』 and one of your 『GAIA』 +2000 BP each for this turn.","The human heart is a small, weak thing — and yet, it can enable incredible miracles.",ULTRAMAN GAIA,,False,,Antimatter Beam,,https://img.ultraman-cardgame.com/images/card_details/92e9e762b0ae85ed9b977a546ac555b06457f168.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/21d86db64e1dfff45bacfdea1ac7209ff2350503.webp
740,PR,,107,,PR-107,RRR,,5,INVASION,Kaiju,5000,12000,,,,1966,The Space NinjaAlien Baltan,-,ALIEN BALTAN,"A deck may include any number of this card.  [SIN][Activate](Once per turn)Exile three 『ALIEN BALTAN』 cards in your discard area from the game → For each 『ALIEN BALTAN』 you have on your field, give one of your 『ALIEN BALTAN』 +1000 BP for this turn.","Frozen in place, their faces filled with fear. Just what did they see — ?",ULTRAMAN THE NEXT,,False,,,kou1,https://img.ultraman-cardgame.com/images/card_details/3e2080cb5b913cd64bb9fc4715690901bbf7a09d.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f837ba4c40ddb254626e7a0baca29b9dbbcea48a.webp
575,BP,04,023,(PR-106),(PR-106)BP04-023,SP,,3,BASIC,Ultra Hero,7000,11000,17000,,,2015,Ultraman X,-,X,"[DBL][TRP][Activate](Once per turn)Choose one opponent's character, then reveal the top card of their deck → If the revealed card shares a TYPE with the chosen character, that character cannot level up during the next turn. (*The revealed card returns to its previous state.)","He forged a bond with a giant — and together, they walked the path as one.",ULTRAMAN X,,False,,Xanadium Beam,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/912c43628c3eb9b38257f43cb7be0087d6484839.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/dd84a54fe1c916122c9a990604c65cbee18fd37f.png
574,BP,04,108,(PR-105),(PR-105)BP04-108,C,1,,,Scene,,,,,,,The Power to Open the Way,-,-,《When this scene enters play》You may give one of your 『VICTORY』 or 『GINGA』 +2000 BP for this turn.,-,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/2ab758e01c97fa0e44e881ba3d033316a2b2dc72.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/fafa21f522c803258b37f390d3e13c376a7b175c.webp
573,BP,03,016,(PR-104),(PR-104)BP03-016,SP,,3,BASIC,Ultra Hero,7000,12000,17000,,,2004,Ultraman Nexus,-,NEXUS,"[DBL][TRP]《When this character enters play》You may send one opponent's scene to its owner's discard area, or return one scene card from your discard area to the top or bottom of your deck, to give one of your Ultra Hero +2000 BP for this turn.","This is the story of his search for the meaning of the Light, and the enduring bonds created.",ULTRAMAN NEXUS,,False,,Junis,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/0ea06aa284a36bc59646746aeb59af4ddfa711fb.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4c56d98d45cb540ad9c55479ea347cee464b03cd.webp
572,BP,03,100,(PR-103),(PR-103)BP03-100,U,3,,,Scene,,,,,,,The Battle for Dreams,-,-,"[Activate](Once per turn)Put the bottom card of one of your DOUBLE or TRIPLE 『GINGA』 into its owner's hand → Give up to two of your SINGLE or DOUBLE Ultra Hero +2000 BP each for this turn. Then, send this scene to its owner's discard area.",-,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/467ca97018d3a55ae77ad9af980e3413c2446faf.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0b13e537c8e44f65a69002dfacdea05f1fafd1ca.webp
